_ID	logtime	flx	frx	rlx	rrx	pdbx	rdbx	fldx	frdx	rldx	rrdx	pfp	prp	pfdbp	prdbp	rlp	rrp	rldbp	rrdbp	steering_angle	craft_speed	pitchfrontin	pitchfrontout	pitchrearin	pitchrearout	pitchDBfrontin	pitchDBfrontout	pitchDBrearin	pitchDBrearout	pitchDBfrontacclock	pitchDBrearacclock	pitchDBfrontactivelock	pitchDBrearactivelock	rollleftin	rollleftout	rollrightin	rollrightout	rollDBleftin	rollDBleftout	rollDBrightin	rollDBrightout	rollDBleftacclock	rollDBrightacclock	rollDBleftactivelock	rollDBrightactivelock	damperFLcompression	damperFLrebound	damperFRcompression	damperFRrebound	damperRLcompression	damperRLrebound	damperRRcompression	damperRRrebound	pitchactive	rollactive	manual_active	setup_active	damping_active	active_active	dump_active	INS_Pitch	INS_Roll	INS_Yaw	INS_GyroX	INS_GyroY	INS_GyroZ	INS_Latitude	INS_Longitude	INS_Altitude	INS_VelX	INS_VelY	INS_VelZ	INS_AccX	INS_AccY	INS_AccZ	pitchProValvePressure	rollProValvePressure
0	0.0312496	198.1052	288.2977	225.5541	299.7143	1.205	-27.53	0	16.06522	-23.95287	-5.490112	77.863	56.1467	82.5035	22.18045	64.8768	70.2292	47.14062	62.0084	-11.93471	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	548.8473	290	292.017	428.2454	1598.62	290	295.5228	290.015	1200	1007.494	False	False	True	True	False	-0.0993	-0.0284	2.4492	-0.013	-0.04	-0.157	-33.60849	115.1172	37040	11350	730	930	-0.9857289	0	0	94.7382	94.3686
0	0.078124	198.1052	289.5829	224.8171	299.7143	1.205	-27.75	0	32.12967	-18.42499	0	77.739	56.162	82.4717	22.53559	64.9221	70.1984	47.25659	61.913	-11.93471	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	341.5505	290	290.4017	317.5321	1599.725	290	826.8493	290.003	1200	1003.455	False	False	True	True	False	-0.1003	-0.0291	2.443	-0.022	-0.037	-0.155	-33.60849	115.1173	37011	11350	730	950	-0.980632	0	0	94.6612	94.2762
0	0.1249984	198.1052	290.5468	224.0064	299.7143	1.205	-27.96	0	24.09821	-20.26749	0	77.677	56.2232	82.4717	22.87781	64.9674	70.1522	47.28818	61.6904	-12.07795	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	300.2665	290	290.08	1053.146	1599.945	290	396.9157	290.0006	1200	1010.643	False	False	True	True	False	-0.1012	-0.0304	2.4369	-0.02	-0.031	-0.153	-33.60849	115.1173	37003	11340	730	970	-0.9745158	0	0	94.6458	94.2762
0	0.2031224	198.1052	292.7959	223.0483	299.8607	1.205	-28.13	0	56.22711	-23.95248	3.659821	77.491	56.2385	82.424	23.38928	65.058	69.9674	47.67157	61.3088	-12.07795	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.4072	290	290.0032	1103.91	1599.366	290	294.2405	290	1200	1004.064	False	False	True	True	False	-0.1019	-0.0312	2.4308	-0.014	-0.027	-0.153	-33.6085	115.1173	36975	11340	730	980	-1.012232	0	0	94.6458	94.2762
0	0.2031224	198.1052	296.9728	222.3113	299.7143	1.21	-28.31	0	104.4228	-18.42499	-3.659821	77.274	56.2691	82.3286	23.98164	65.2996	69.5824	48.69664	60.5933	-12.07795	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.4072	290	290.0032	1103.91	1599.366	290	294.2405	290	1200	1004.064	False	False	True	True	False	-0.1027	-0.0326	2.4249	-0.025	-0.028	-0.152	-33.6085	115.1173	36968	11340	720	990	-0.9959226	0	0	94.6304	94.2608
0	0.234372	198.1052	301.471	221.7217	299.7143	1.225	-28.49	0	112.455	-14.73999	0	76.902	56.3456	81.8834	24.78228	65.6318	69.0434	50.11491	59.5916	-12.21546	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.4072	290	290.0032	1103.91	1599.366	290	294.2405	290	1200	1004.064	False	False	True	True	False	-0.1034	-0.0344	2.4186	-0.039	-0.021	-0.161	-33.6085	115.1173	36960	11340	720	1000	-0.9959226	0	0	94.5534	94.23
0	0.2656216	197.7973	307.897	221.1321	299.7143	1.245	-28.67	-7.697296	160.6499	-14.73999	0	76.4525	56.3456	81.1997	25.3472	65.9187	68.489	51.52969	58.6694	-12.21546	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.0811	290	290.0006	1290.683	1599.874	290	290.8445	290	1200	1008.456	False	False	True	True	False	-0.1039	-0.0353	2.4143	-0.019	-0.022	-0.147	-33.60851	115.1173	36971	11400	960	1060	-0.9582059	0	0	94.5534	94.1838
0	0.312496	198.1052	313.0378	221.0584	299.9339	1.26	-28.84	7.697296	128.5202	-1.842499	5.490112	76.065	56.3456	80.5796	25.80348	66.0999	68.1194	52.45547	58.0652	-12.34724	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1339.124	290	290.0001	1325.039	1599.975	290	290.1682	290	1200	1014.733	False	False	True	True	False	-0.104	-0.036	2.4081	-0.006	-0.007	-0.165	-33.60852	115.1173	36966	11390	960	1110	-0.8715596	0	0	94.5534	94.1838
0	0.3437456	198.1052	316.8934	221.648	300.0803	1.27	-29	0	96.38977	14.73999	3.659821	75.7705	56.2844	80.3252	26.19715	66.0999	67.95	52.63984	57.779	-12.34724	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	498.9373	290	290	1333.007	1599.995	290	290.0335	290	1200	1007.539	False	False	True	True	False	-0.1037	-0.0367	2.4017	-0.011	0.006	-0.156	-33.60852	115.1173	36956	11390	980	1150	-0.9021407	0	0	94.5072	94.1376
0	0.39062	198.1052	319.4638	222.6061	300.2999	1.27	-29.13	0	64.2601	23.95248	5.490112	75.6465	56.2232	80.1662	26.21259	65.9791	67.9192	52.45345	57.8426	-12.34724	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	498.9373	290	290	1333.007	1599.995	290	290.0335	290	1200	1007.539	False	False	True	True	False	-0.1031	-0.037	2.3956	0.009	0.007	-0.146	-33.60852	115.1173	36954	11390	990	1190	-0.8868502	0	0	94.538	94.1068
0	0.4374944	198.4131	320.4277	224.0064	300.8855	1.27	-29.24	7.697678	24.09744	35.00748	14.64005	75.507	56.1467	80.1185	26.33988	65.7828	67.9192	52.19436	58.1288	-12.37589	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	298.287	290	290	1386.758	341.9574	1477.655	290.0013	290	1200	1017.828	False	False	True	True	False	-0.1019	-0.0376	2.3891	-0.004	0.027	-0.158	-33.60852	115.1173	36954	11400	1010	1210	-0.9245668	0	0	94.4764	94.0606
0	0.468744	199.6447	321.3916	225.4804	301.6907	1.275	-29.37	30.78995	24.09744	36.84998	20.13016	75.321	56.0702	80.0708	26.59636	65.6016	67.9654	51.88069	58.4468	-12.37589	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	298.287	290	290	1386.758	341.9574	1477.655	290.0013	290	1200	1017.828	False	False	True	True	False	-0.1007	-0.0379	2.3851	0.005	0.028	-0.153	-33.60853	115.1173	36935	11450	1230	1230	-0.9204893	0	0	94.4456	94.076
0	0.5156184	200.8763	323.6407	226.8807	302.8619	1.28	-29.48	30.78995	56.22711	35.00786	29.28009	75.073	55.9172	79.9436	26.73304	65.4053	67.9038	51.60191	58.5422	-12.40454	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	291.6504	290	290	1230.005	300.3475	1249.743	290.0003	290	1200	1024.324	False	False	True	True	False	-0.0991	-0.0383	2.3789	0	0.033	-0.154	-33.60854	115.1173	36937	11460	1240	1250	-0.8888889	0	0	94.461	94.0144
0	0.546868	201.8	326.5324	228.2073	304.4723	1.28	-29.595	23.09265	72.29309	33.16498	40.25955	74.794	55.7489	79.7051	26.80205	65.2996	67.7036	51.73722	58.415	-12.40454	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.3287	290	290	1265.847	292.0608	1319.005	290.0001	290	1200	1025.571	False	False	True	True	False	-0.0971	-0.0383	2.3725	0.001	0.049	-0.166	-33.60854	115.1173	36918	11460	1250	1280	-0.8603466	0	0	94.4456	94.0144
0	0.5937424	203.3395	328.7815	230.492	306.7415	1.285	-29.695	38.48724	56.22711	57.11746	56.72989	74.577	55.55	79.6097	26.75691	65.2241	67.4264	52.2021	58.3196	-12.40454	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.0655	290	290	1273.877	290.4104	1376.179	290	290	1200	1031.176	False	False	True	True	False	-0.0947	-0.0387	2.366	-0.006	0.046	-0.163	-33.60854	115.1173	36924	11470	1270	1300	-0.8817533	0	0	94.3686	93.9682
0	0.624992	205.4948	330.388	233.7348	309.8159	1.285	-29.78	53.8826	40.16266	81.06995	76.86005	74.329	55.3358	79.6097	26.8508	65.0731	67.2262	52.35467	58.3355	-12.43891	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.013	290	290	1189.3	290.0817	1269.102	290	290	1200	1037.008	False	False	True	True	False	-0.0923	-0.0392	2.3598	-0.002	0.054	-0.145	-33.60854	115.1173	36931	11470	1290	1320	-0.8960245	0	0	94.4456	94.0144
0	0.6718664	207.958	331.9945	236.8302	313.5491	1.285	-29.865	61.5799	40.16266	77.38495	93.33038	74.174	55.0298	79.4984	26.32005	64.8315	67.026	52.28736	58.3832	-12.43891	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.0026	927.9311	290	469.0992	290.0163	484.9921	290	978.014	1200	1036.138	False	False	True	True	False	-0.0891	-0.0393	2.3537	-0.003	0.073	-0.146	-33.60855	115.1173	36927	11480	1300	1330	-0.8980632	0	0	94.3686	94.0144
0	0.703116	209.1896	332.3158	239.1149	317.7215	1.285	-29.95	30.79033	8.032227	57.11746	104.3098	74.174	54.7391	79.4984	25.51255	64.6352	66.8566	52.14905	58.3196	-12.50767	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.0026	927.9311	290	469.0992	290.0163	484.9921	290	978.014	1200	1036.138	False	False	True	True	False	-0.0862	-0.0402	2.3475	-0.019	0.059	-0.16	-33.60855	115.1173	36937	11480	1320	1310	-0.9847095	0	0	94.3686	94.0144
0	0.7499904	208.5738	332.3158	241.1785	321.8207	1.285	-30.035	-15.39497	0	51.58997	102.4803	74.2515	54.4943	79.4984	24.61728	64.7258	66.5486	52.76337	57.8267	-12.50767	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	290.0005	1320.754	290	325.6683	290.0032	328.8335	290	1280.323	1200	1271.375	False	False	True	True	False	-0.0835	-0.0408	2.3436	-0.018	0.056	-0.16	-33.60855	115.1173	36947	11480	1320	1280	-0.9969419	0	0	94.3686	94.0144
0	0.7968648	207.3422	332.6371	242.7262	324.9683	1.28	-30.13	-30.79033	8.032227	38.69247	78.68958	74.329	54.2189	79.562	23.70059	64.9976	66.179	53.76592	57.0476	-12.50767	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1339.108	495.2789	290	297.1035	290.0006	297.7338	290	1276.768	1200	1273.842	False	False	True	True	False	-0.0808	-0.0419	2.3374	-0.023	0.059	-0.15	-33.60856	115.1173	36882	11530	1560	1230	-0.9683996	0	0	94.3686	93.9682
0	0.8281144	204.5711	332.6371	244.2739	327.5303	1.27	-30.18	-69.27719	0	38.69247	64.05029	74.391	53.9894	79.8323	23.16118	65.2996	65.7632	54.74222	56.03	-12.85717	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1548.042	330.8821	290	291.4147	290.0001	319.6646	290	1016.083	1200	1276.523	False	False	True	True	False	-0.0785	-0.0427	2.3312	-0.003	0.046	-0.161	-33.60856	115.1173	36891	11530	1570	1210	-1.003058	0	0	94.3686	93.9528
0	0.8749888	203.0316	333.601	245.6005	328.8479	1.265	-30.195	-38.48763	24.09821	33.16498	32.93991	74.422	53.9741	80.039	23.23928	65.4506	65.4706	55.46565	55.5212	-12.85717	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1589.652	298.1418	290	290.2817	290	1228.045	290	434.6024	1200	1245.922	False	False	True	True	False	-0.0763	-0.0429	2.3247	-0.011	0.046	-0.16	-33.60857	115.1173	36879	11540	1580	1190	-0.9775739	0	0	94.3224	93.9528
0	0.9062384	202.7237	334.2436	246.5586	329.7995	1.26	-30.2	-7.697678	16.06445	23.95248	23.78998	74.422	53.8823	80.1026	23.04789	65.4506	65.409	55.44596	55.3304	-13.34419	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1597.939	291.6215	290	1195.549	290	1451.525	290	318.7982	1200	1246.575	False	False	True	True	False	-0.0743	-0.0431	2.3182	0	0.037	-0.164	-33.60857	115.1173	36888	11540	1590	1170	-0.9887869	0	0	94.3532	93.922
0	0.9531128	201.1842	334.2436	247.6641	330.6047	1.26	-30.2	-38.48724	0	27.63748	20.13016	74.484	53.8823	80.198	22.97105	65.2241	65.5014	54.5442	55.3145	-13.34419	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1599.59	290.3229	290	1299.26	290	1400.818	290	295.7353	1200	1003.471	False	False	True	True	False	-0.0723	-0.0426	2.3142	0.019	0.045	-0.166	-33.60857	115.1173	36898	11530	1600	1160	-0.9785933	0	0	94.3686	93.922
0	0.9843624	199.3368	332.6371	250.0962	331.3367	1.25	-30.195	-46.18492	-40.16266	60.80284	18.29987	74.701	53.7752	80.5319	22.40468	65.1184	65.7324	53.78385	55.4894	-13.34419	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1599.59	290.3229	290	1299.26	290	1400.818	290	295.7353	1200	1003.471	False	False	True	True	False	-0.0704	-0.042	2.3075	0.022	0.038	-0.173	-33.60858	115.1173	36828	11590	1810	1090	-1.01529	0	0	94.3686	93.922
0	1.0312368	198.1052	329.4241	252.4546	331.7027	1.23	-30.165	-30.79033	-80.32455	58.95996	9.149933	74.98	53.6834	81.0407	21.88346	65.0278	65.9942	53.40916	56.0936	-13.9286	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1599.918	290.0643	431.3069	490.9983	290	1383.237	290	291.1422	1200	1003.316	False	False	True	True	False	-0.0688	-0.0414	2.3006	0.018	0.032	-0.177	-33.60858	115.1173	36836	11580	1820	1070	-1.003058	0	0	94.3686	93.922
0	1.0624864	197.1815	326.2111	254.076	331.9955	1.21	-30.17	-23.09227	-80.32532	40.53497	7.320404	75.383	53.6834	81.6608	21.38412	64.6805	66.5486	52.33543	57.5246	-13.9286	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1599.984	290.0128	456.9872	330.0296	290	949.4103	290	364.3403	1200	962.0596	False	False	True	True	False	-0.0673	-0.0406	2.2933	0.012	0.02	-0.182	-33.60859	115.1173	36828	11570	1830	1050	-1.014271	0	0	94.3686	93.922
0	1.1093608	194.4104	322.3555	255.2552	332.2151	1.195	-30.255	-69.27757	-96.38977	29.47998	5.489349	75.817	53.5763	82.2332	20.45347	64.303	67.1954	50.76217	58.7966	-14.08903	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1599.997	290.0026	916.8118	297.972	290	421.3242	290	1279.379	1200	962.1672	False	False	True	True	False	-0.066	-0.0402	2.286	0.01	0.022	-0.194	-33.60859	115.1173	36835	11570	1840	1030	-1.021407	0	0	94.3224	93.922
0	1.1874848	189.484	318.1786	256.5081	332.5811	1.17	-30.45	-123.1602	-104.4228	31.3221	9.149933	76.3285	53.5763	82.901	19.70045	64.152	67.6728	49.8116	59.5916	-14.08903	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290.0001	870.5185	290.3162	290	295.2086	290	1257.217	1200	954.6958	False	False	True	True	False	-0.0645	-0.0393	2.2788	0.029	0.023	-0.175	-33.6086	115.1173	36824	11560	1840	1000	-1.062181	0	0	94.2762	93.8296
0	1.1874848	184.2497	312.3952	257.3188	332.8007	1.14	-30.785	-130.8575	-144.5847	20.26749	5.490112	76.902	53.5763	83.7278	18.93419	64.1973	67.9654	49.50626	59.9732	-14.08903	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290.0001	870.5185	290.3162	290	295.2086	290	1257.217	1200	954.6958	False	False	True	True	False	-0.0637	-0.0385	2.2715	0.02	0.007	-0.179	-33.6086	115.1173	36830	11550	1850	950	-1.095821	0	0	94.1992	93.8296
0	1.2343592	179.6312	306.2905	257.4662	332.8007	1.115	-31.125	-115.4625	-152.6176	3.684998	0	77.5995	53.5763	84.6182	17.88708	64.2124	68.5352	48.71272	60.7205	-14.21508	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	656.461	290.063	290	915.4698	290	528.0205	1200	965.9752	False	False	True	True	False	-0.0632	-0.0377	2.2642	0.026	0.001	-0.188	-33.6086	115.1173	36835	11540	1850	910	-1.094801	0	0	94.1838	93.768
0	1.2656088	175.0127	299.8645	257.5399	332.8739	1.085	-31.5	-115.4625	-160.6499	1.842499	1.830292	78.297	53.5763	85.604	16.93539	63.9557	69.3514	46.54333	61.5314	-14.21508	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	656.461	290.063	290	915.4698	290	528.0205	1200	965.9752	False	False	True	True	False	-0.0627	-0.0363	2.2597	0.035	-0.001	-0.184	-33.60861	115.1173	36805	11590	2060	850	-1.114169	0	0	94.076	93.691
0	1.3124832	171.6258	293.7598	256.3607	332.2151	1.06	-31.875	-84.67255	-152.6176	-29.47998	-16.47034	78.855	53.6528	86.3513	16.34518	63.6386	69.9828	44.73541	62.3582	-14.34686	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	1125.135	290.0125	290	414.5648	290	1386.511	1200	974.3765	False	False	True	True	False	-0.0628	-0.0356	2.2523	0.027	-0.013	-0.185	-33.60861	115.1173	36806	11570	2060	810	-1.125382	0	0	94.0606	93.6448
0	1.3437328	168.5468	288.2977	256.5081	332.7275	1.03	-32.2	-76.97487	-136.5524	3.684998	12.81052	79.444	53.6834	87.1145	15.55727	63.5631	70.3986	44.0385	63.026	-14.34686	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	1311.972	290.0025	1339.108	314.8076	459.881	508.3746	1200	974.6877	False	False	True	True	False	-0.0632	-0.0341	2.2448	0.035	-0.02	-0.187	-33.60862	115.1173	36794	11550	2050	750	-1.146789	0	0	93.9682	93.5832
0	1.3906072	167.0073	282.8356	255.2552	332.2151	1.01	-32.49	-38.48763	-136.5524	-31.3221	-12.81052	80.0485	53.7446	87.8936	14.8272	63.5631	70.8914	43.3056	63.662	-14.34686	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	1375.317	290.0005	498.9341	294.9405	323.8325	1382.598	1200	982.5873	False	False	True	True	False	-0.064	-0.0332	2.2371	0.022	-0.033	-0.189	-33.60862	115.1173	36791	11530	2060	710	-1.134557	0	0	93.922	93.5062
0	1.4374816	165.7757	278.6587	254.2971	332.4347	0.99	-32.77	-30.78995	-104.4228	-23.95248	5.490112	80.467	53.8058	88.4501	14.3912	63.548	71.4458	42.13707	64.0754	-14.46718	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	1468.983	290.0001	1380.718	290.9839	474.0097	507.5954	1200	990.1222	False	False	True	True	False	-0.0652	-0.0331	2.2294	0.01	-0.038	-0.195	-33.60862	115.1173	36786	11520	2060	670	-1.125382	0	0	93.8604	93.46
0	1.4687312	164.852	276.0883	253.2653	333.2399	0.98	-33.05	-23.09227	-64.2601	-25.79498	20.13016	80.8235	53.8823	88.8794	14.04273	63.4272	71.7538	41.23216	64.3616	-14.46718	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	1529.462	290	1556.329	290.196	326.6463	1382.443	1200	988.7765	False	False	True	True	False	-0.0666	-0.0327	2.2246	0.001	-0.047	-0.203	-33.60862	115.1173	36791	11570	2250	690	-1.102956	0	0	93.8296	93.383
0	1.5156056	163.9283	275.1244	251.4965	333.3863	0.97	-33.3	-23.09265	-24.09744	-44.21997	3.659821	81.1025	53.9588	89.2133	13.81413	63.5178	71.6152	41.58263	64.0754	-14.49583	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	1585.952	290	1591.303	290.039	297.2982	1550.942	1200	996.5059	False	False	True	True	False	-0.0682	-0.0329	2.2171	-0.004	-0.048	-0.178	-33.60863	115.1173	36785	11550	2250	680	-1.066259	0	0	93.8296	93.383
0	1.56248	162.6967	275.1244	249.3592	333.8255	0.96	-33.53	-30.78995	0	-53.43246	10.98022	81.242	53.9741	89.42	13.67583	63.8349	71.3688	42.63911	63.5666	-14.49583	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	1597.202	290	1598.268	290.0078	291.4535	1578.029	1200	1001.573	False	False	True	True	False	-0.0699	-0.033	2.2095	-0.002	-0.061	-0.191	-33.60863	115.1174	36763	11530	2250	670	-1.04893	0	0	93.7372	93.383
0	1.5937296	162.0809	275.4457	246.4849	333.7523	0.955	-33.75	-15.39497	8.03299	-71.85783	-1.830292	81.3195	53.9894	89.4518	13.53483	64.0916	71.1994	43.3139	63.0578	-14.49583	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	1597.202	290	1598.268	290.0078	291.4535	1578.029	1200	1001.573	False	False	True	True	False	-0.0714	-0.0334	2.2019	-0.004	-0.045	-0.179	-33.60863	115.1174	36755	11510	2250	680	-1.029562	0	0	93.6756	93.306
0	1.6249792	161.773	275.4457	244.7898	333.5327	0.955	-33.95	-7.697678	0	-42.37747	-5.489349	81.3195	54.1118	89.4518	13.87484	64.2426	71.1224	43.61335	62.7239	-14.49583	22.89849	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	550.3346	290	1599.655	290.0016	483.2887	546.5161	1200	1016.729	False	False	True	True	False	-0.0729	-0.0336	2.1943	0.003	-0.039	-0.191	-33.60863	115.1174	36746	11500	2250	680	-1.026504	0	0	93.6448	93.2906
0	1.6874784	161.1572	275.767	242.7999	333.4595	0.955	-34.17	-15.39497	8.032227	-49.74747	-1.830292	81.2265	54.2036	89.4518	14.38818	64.3483	70.799	44.36007	62.2787	-14.49583	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	341.8467	290	1599.931	290.0003	509.3846	341.0862	1200	1024.917	False	False	True	True	False	-0.0742	-0.0334	2.1865	0.008	-0.046	-0.191	-33.60864	115.1174	36721	11480	2250	690	-1.013252	0	0	93.6448	93.2906
0	1.718728	160.8493	277.6948	242.3577	333.4595	0.955	-34.295	-7.697296	48.19489	-11.05499	0	81.025	54.2648	89.3723	15.0384	64.4389	70.5526	44.91462	61.8971	-14.52448	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	300.3255	290	1599.986	290.0001	530.2743	300.174	1200	983.8939	False	False	True	True	False	-0.0757	-0.0333	2.1789	0.009	-0.038	-0.192	-33.60864	115.1174	36712	11470	2250	710	-1.006116	0	0	93.6448	93.2752
0	1.7499776	160.8493	279.9439	242.2103	333.4595	0.955	-34.43	0	56.22787	-3.684998	0	80.715	54.2648	89.3246	15.85183	64.6503	70.2446	45.76908	61.3088	-14.52448	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	292.0564	1135.19	1518.182	290	337.8516	292.0262	1200	984.9891	False	False	True	True	False	-0.0768	-0.0329	2.1746	-0.004	-0.044	-0.191	-33.60865	115.1174	36703	11450	2250	720	-0.9938838	0	0	93.614	93.1982
0	1.7812272	160.8493	283.7995	242.2103	333.6791	0.955	-34.545	0	96.38977	0	5.490112	80.4205	54.2648	89.2451	16.59037	64.8315	69.9058	46.80011	60.8954	-14.52448	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1600	290	292.0564	1135.19	1518.182	290	337.8516	292.0262	1200	984.9891	False	False	True	True	False	-0.0781	-0.0328	2.1669	0.006	-0.041	-0.192	-33.60865	115.1174	36725	11500	2460	790	-0.9969419	0	0	93.6448	93.1982
0	1.8281016	160.8493	287.3338	242.3577	333.6791	0.96	-34.78	0	88.35754	3.684998	0	80.064	54.2648	89.1974	17.53295	64.9221	69.6594	47.25922	60.4184	-14.52448	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	550.8918	290	290.4095	1306.624	534.5974	290	299.5298	290.4035	1200	991.6027	False	False	True	True	False	-0.0794	-0.0327	2.1591	0.015	-0.043	-0.197	-33.60866	115.1174	36718	11490	2470	810	-0.9908257	0	0	93.6448	93.1982
0	1.874976	161.4651	293.1172	243.9054	334.9235	0.98	-35.025	15.39497	144.5847	38.69247	31.10962	79.568	54.2648	88.625	18.33833	64.907	69.2898	47.86234	60.0368	-14.52448	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	341.9576	290	290.0816	1353.218	338.7126	1339.108	291.8979	290.0804	1200	998.2449	False	False	True	True	False	-0.0802	-0.0323	2.1517	0.014	-0.025	-0.186	-33.60866	115.1174	36703	11480	2480	840	-0.9235474	0	0	93.5524	93.1828
0	1.9062256	162.3888	297.6154	244.3476	335.1431	0.99	-35.23	23.09227	112.455	11.05499	5.490112	79.196	54.2648	88.0367	18.78336	64.9221	69.1358	48.20486	59.9096	-14.59896	23.42333	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	300.3476	290	290.0162	1336.124	299.7013	1505.913	290.378	290.016	1200	1005.748	False	False	True	True	False	-0.0808	-0.0317	2.144	0.015	-0.023	-0.196	-33.60866	115.1174	36698	11460	2490	890	-0.8899083	0	0	93.4908	93.1058
